id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override
300725,envelopes,2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300726,magazines,2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300858,pie plates and foil,2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300859,"clear, brown and green glass containers",2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300860,milk cartons,2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300861,"juice cartons, and drink boxes",2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300862,plastic containers with the one through seven recycling code on them,2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300863,brown paper grocery bags,2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300864,newspapers,2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300865,magazines,2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300866,catalogs,2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300867,"and ,  clean corrugated boxes
 - with no lids",2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300868,No text - category selected manually,2020-11-16 15:24:48.727,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300900,junk mail,2020-11-16 15:24:49.683,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300901,envelopes,2020-11-16 15:24:49.683,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300902,magazines,2020-11-16 15:24:49.683,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301015,cardboard,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
314657,No text - category selected manually,2020-11-16 15:33:41.340,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
314658,No text - category selected manually,2020-11-16 15:33:41.340,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301016,phone books,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301017,newspaper,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301018,frozen food boxes,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301019,file folders,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301020,envelopes,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301021,magazines,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301022,"boxes (flattened)   milk and  poster board 
paper brochures    paper 
 pots, pans, tins and utensils .
glass on the side",2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301023,No text - category selected manually,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301024,No text - category selected manually,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301025,No text - category selected manually,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301026,No text - category selected manually,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301027,No text - category selected manually,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301028,No text - category selected manually,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301029,No text - category selected manually,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301030,No text - category selected manually,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301031,No text - category selected manually,2020-11-16 15:24:54.733,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280517,"#1 and #2 plastic bottles, oil, antifreeze",2020-11-09 13:06:53.920,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280547,"egg cartons (plastic)
milk jugs
(hdpe)
plastic #3 (pvc)
plastic #4 (ldpe)
plastic #5 (polypropylene)
plastic #7 (other)

plastic cups

rigid plastic #6 (polystyrene)
yogurt cups
construction paper
egg cartons (paper)
,
gift boxes
hanging , & ,
manila folders

,

paper towel & toilet paper rolls
,

posters
sticky notes




license plates

construction paper
posters
license plates
paper towel & toilet paper rolls

egg cartons (paper)
egg cartons (plastic)


milk jugs
gift boxes",2020-11-09 13:06:56.240,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280649,No text - category selected manually,2020-11-09 13:15:43.023,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280800,pizza boxes,2020-11-09 14:05:48.330,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281031,catalogs,2020-11-09 14:05:57.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300344,"glass (bottles and containers only): brown, clear and green",2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300345,plastic bottles,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
306878,No text - category selected manually,2020-11-16 15:28:49.623,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
306879,No text - category selected manually,2020-11-16 15:28:49.623,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280817,"glass bottles
jars",2020-11-09 14:05:49.260,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281002,glass,2020-11-09 14:05:55.720,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300541,"beverage containers, milk/juice cartons and drink boxes (rinsed out)
• Aluminum and steel – food and beverage containers",2020-11-16 15:24:35.087,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300542,"plastic containers (narrow necks only) such as bottles, as well as milk, water, detergent and shampoo containers (rinsed out)",2020-11-16 15:24:35.087,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300543,soda cartons,2020-11-16 15:24:35.087,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281086,empty aerosol,2020-11-09 14:05:59.743,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300313,phone books,2020-11-16 15:24:25.920,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300314,paper bags,2020-11-16 15:24:25.920,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300315,newspapers,2020-11-16 15:24:25.920,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
310645,cardboard,2020-11-16 15:31:10.947,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
310646,paper  recyclable,2020-11-16 15:31:10.947,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300621,magazines,2020-11-16 15:24:37.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300622,catalogs,2020-11-16 15:24:37.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300623,"food and beverage cartons
rinse and leave on caps
milk
juice
soup and broth
wine
paper
mail, office and school papers (not shredded)
 and 


 (no hard covers)
boxes: cereal, crackers, pasta, cake mixes, pop, beer, toothpaste and other toiletries, medications, and shoes
plastic  rinse and leave on caps and lids
: water, soda, milk, juice, ketchup, salad dressing, dish soap, detergent, shampoo, soap, and lotion
cups: yogurt, pudding, and fruit cups, clear disposable drinking cups",2020-11-16 15:24:37.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300727,"home  products (fax sheets, typing paper, receipts, )",2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300728,Scrap metal,2020-11-16 15:24:44.213,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
312428,No text - category selected manually,2020-11-16 15:32:16.690,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
312429,No text - category selected manually,2020-11-16 15:32:16.690,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300903,catalogs,2020-11-16 15:24:49.683,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300904,"paper
beverage carriers
blueprints
booklets
brochures and flyers
church bulletins
construction paper
cracker/
folders
greeting cards
index cards
instruction manuals

 and 
manilla 
milk and 


paper plates
paper towel tubes



soft back books
sprial notebooks
tissue paper
gift bags

butter tubs
carryout containers
condiment bottles
contact solution bottles
deodorant tubes
frozen food trays
garden planter containers
laundry baskets
laundry detergent bottles
milk crates
plastic buckets
plastic hangars
produce containers
salad dressing bottles
shampoo bottles
soda 
solo cups
storage totes
tupperware
water bottles
yogurt containers

coffee cans
disposable 
jar lids
metal hangars
pet 
pots and pans
soda and beer cans
soup cans
tuna cans
wire baskets
fruit and vegetables trays",2020-11-16 15:24:49.683,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300905,aluminum cans,2020-11-16 15:24:50.063,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300906,metal cans,2020-11-16 15:24:50.063,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300907,plastic #1 – #7,2020-11-16 15:24:50.063,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300908,"cardboard (flattened, bundled & placed on the curb)",2020-11-16 15:24:50.063,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300923,"- 


       



plastics 	
codes 1 through 7 must be stamped on item	 	
    
boxboard

	 	
aluminum
steel",2020-11-16 15:24:50.490,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301041,milk cartons,2020-11-16 15:24:57.453,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301042,juice boxes,2020-11-16 15:24:57.453,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301043,plastic containers marked with a 1 through 7,2020-11-16 15:24:57.453,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301044,"plastic containers
    recycle all",2020-11-16 15:24:57.453,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301045,cardboard,2020-11-16 15:24:57.453,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
314659,No text - category selected manually,2020-11-16 15:33:42.833,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
314660,No text - category selected manually,2020-11-16 15:33:42.833,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301158,aluminum foil,2020-11-16 15:25:02.730,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301159,glass bottles and jars,2020-11-16 15:25:02.730,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301160,"juice cartons
    coated and non-coated frozen food boxes",2020-11-16 15:25:02.730,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
317220,No text - category selected manually,2020-11-16 15:35:26.873,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301193,beverage cans,2020-11-16 15:25:04.283,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301194,juice boxes,2020-11-16 15:25:04.283,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301195,milk cartons,2020-11-16 15:25:04.283,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301196,juice cartons,2020-11-16 15:25:04.283,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301197,aseptic cartons,2020-11-16 15:25:04.283,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
320304,newspaper,2020-11-17 08:03:19.683,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
320305,office paper,2020-11-17 08:03:19.683,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301308,"glass bottles
    glass jars",2020-11-16 15:25:08.623,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301309,"bottles, jugs, and tubs (clean, 6 ounces or larger)",2020-11-16 15:25:08.623,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301310,shredded paper (in paper bag),2020-11-16 15:25:08.623,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301311,cardboard (flattened),2020-11-16 15:25:08.623,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301312,phone books,2020-11-16 15:25:08.623,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
321943,No text - category selected manually,2020-11-17 08:04:26.193,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
321944,No text - category selected manually,2020-11-17 08:04:26.193,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
321945,No text - category selected manually,2020-11-17 08:04:26.193,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
321946,No text - category selected manually,2020-11-17 08:04:26.193,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301423,tin & bi-metal cans,2020-11-16 15:25:13.000,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301424,"foil (clean)
	 	 and food trays (clean)",2020-11-16 15:25:13.000,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301425,glass bottles & jars (clean),2020-11-16 15:25:13.000,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301426,"plastic bottles, jugs & tubs",2020-11-16 15:25:13.000,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301427,shredded paper in a paper bag,2020-11-16 15:25:13.000,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301428,cardboard,2020-11-16 15:25:13.000,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301429,newspaper,2020-11-16 15:25:13.000,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301430,office paper,2020-11-16 15:25:13.000,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301531,catalogs,2020-11-16 15:25:17.073,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301532," , 
    white or colored paper
    paper sacks, 
     and 

    prepared food boxes
    shoe boxes
    moving/shipping boxes
    egg cartons
    paper towel/toilet paper tubes
     (if not soiled w/grease or food)]
 
    beverage 
    shampoo and soap bottles
    liquid laundry detergent jugs
    lids are accepted, but lids must be attached to the original container.

     clean foil and",2020-11-16 15:25:17.073,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301551,cardboard (please clean out trash and debris),2020-11-16 15:25:18.223,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301552,cardboard (north gila only),2020-11-16 15:25:18.223,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301689,newspaper,2020-11-16 15:25:26.213,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301690,office paper,2020-11-16 15:25:26.213,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301691,junk mail,2020-11-16 15:25:26.213,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301692,magazines,2020-11-16 15:25:26.213,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301693,"boxboard (dry-food boxes, egg cartons & rolls)
    
    
     ,  &  (",2020-11-16 15:25:26.213,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301694,METAL All cans,2020-11-16 15:25:26.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301695,"plastic water, soda, juice, milk and detergent bottles",2020-11-16 15:25:26.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301696,cardboard,2020-11-16 15:25:26.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301697,newspaper,2020-11-16 15:25:26.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301698,office paper,2020-11-16 15:25:26.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301699,"paper  , and",2020-11-16 15:25:26.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
323588,No text - category selected manually,2020-11-17 08:05:28.243,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
323589,No text - category selected manually,2020-11-17 08:05:28.243,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
323590,No text - category selected manually,2020-11-17 08:05:28.243,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
301822,cereal boxes,2020-11-16 15:25:31.570,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301823,junk mail,2020-11-16 15:25:31.570,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301824,magazines,2020-11-16 15:25:31.570,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301825,catalogs,2020-11-16 15:25:31.570,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301826,"boxboard (, egg cartons, etc.)

food and beverage cartons

 and 


paperback and hardcover books


rigid plastics (toys, laundry baskets, buckets, etc.)",2020-11-16 15:25:31.570,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301827,"beverage containers (clear, brown and green)
Metals - aluminum and steel food and beverage containers",2020-11-16 15:25:32.127,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
324721,glass bottles and jars,2020-11-17 08:06:09.377,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
324722,plastic containers,2020-11-17 08:06:09.377,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301874,"metal (no liquids or food)

    
    aluminum foil and trays (ball foil up to softball size)",2020-11-16 15:25:34.207,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301875,"glass (no liquids or food)

    glass bottles and jars",2020-11-16 15:25:34.207,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301876,juice cartons,2020-11-16 15:25:34.207,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301953,cardboard,2020-11-16 15:25:37.367,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
326452,No text - category selected manually,2020-11-17 08:07:10.953,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
326453,No text - category selected manually,2020-11-17 08:07:10.953,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
302141,glass bottles,2020-11-16 15:25:45.870,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302142,plastic bottles,2020-11-16 15:25:45.870,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302143,"plastic containers, tubs",2020-11-16 15:25:45.870,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302144,cardboard boxes,2020-11-16 15:25:45.870,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302145,newspaper,2020-11-16 15:25:45.870,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302146,office paper,2020-11-16 15:25:45.870,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302147,pizza boxes,2020-11-16 15:25:45.870,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302148,junk mail,2020-11-16 15:25:45.870,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
329140,No text - category selected manually,2020-11-17 08:08:51.907,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
329141,No text - category selected manually,2020-11-17 08:08:51.907,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
302271,"glass containers of any color (brown, clear and green glass bottles and jars)",2020-11-16 15:25:50.380,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302272,milk cartons,2020-11-16 15:25:50.380,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302273,plastic containers #1-7,2020-11-16 15:25:50.380,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302274,cardboard,2020-11-16 15:25:50.380,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
330248,No text - category selected manually,2020-11-17 08:09:33.227,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
330249,No text - category selected manually,2020-11-17 08:09:33.227,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
330250,No text - category selected manually,2020-11-17 08:09:33.227,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
331580,No text - category selected manually,2020-11-17 08:10:17.080,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
332974,No text - category selected manually,2020-11-17 08:11:12.343,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
332975,No text - category selected manually,2020-11-17 08:11:12.343,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
302367,white paper,2020-11-16 15:25:53.797,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302368,junk mail,2020-11-16 15:25:53.797,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302369,chipboard,2020-11-16 15:25:53.797,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302370,magazines,2020-11-16 15:25:53.797,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
335451,No text - category selected manually,2020-11-17 08:12:51.680,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
335452,No text - category selected manually,2020-11-17 08:12:51.680,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
335453,No text - category selected manually,2020-11-17 08:12:51.680,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
335454,No text - category selected manually,2020-11-17 08:12:51.680,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
335455,No text - category selected manually,2020-11-17 08:12:51.680,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
302380,"and onthe bottom.   
computer paper, printouts, tab cards, coloredstationery, copy paper, ,  ofany color, manila folders, , ncrpaper.",2020-11-16 15:25:54.177,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302381,Aerosols,2020-11-16 15:25:54.607,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302382,"metal lids from bottles, cans",2020-11-16 15:25:54.607,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302383,tin and aluminum cans,2020-11-16 15:25:54.607,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302384,aluminum foil,2020-11-16 15:25:54.607,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302385,"plastic bottles, milk jugs",2020-11-16 15:25:54.607,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
336192,No text - category selected manually,2020-11-17 08:13:19.657,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
336193,No text - category selected manually,2020-11-17 08:13:19.657,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
302577,"12"" x 24""per piece)",2020-11-16 15:26:03.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302578,"containers, pop/water bottles",2020-11-16 15:26:03.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302579,soda boxes,2020-11-16 15:26:03.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302580,corrugated cardboard,2020-11-16 15:26:03.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302581,newspapers (glossy inserts okay),2020-11-16 15:26:03.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302582,junk mail,2020-11-16 15:26:03.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
338978,,2020-11-17 09:47:08.303,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
338979,aluminum cans,2020-11-17 09:47:08.560,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
302714,corrugated containers/cardboard (uncoated),2020-11-16 15:26:07.977,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302715,cardboard,2020-11-16 15:26:07.977,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302716,phone books,2020-11-16 15:26:07.977,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302717,newspaper,2020-11-16 15:26:07.977,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
340004,No text - category selected manually,2020-11-17 09:47:55.200,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
340005,No text - category selected manually,2020-11-17 09:47:55.200,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
302757,phone books.,2020-11-16 15:26:09.633,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302758,newspapers,2020-11-16 15:26:09.633,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302759,office paper,2020-11-16 15:26:09.633,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302760,junk mail,2020-11-16 15:26:09.633,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302761,magazines,2020-11-16 15:26:09.633,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302762,"number.
cans including .
 cut to fit inside the can.
boxes for items such as the following and more:
cake mix
cereal
crackers
shoes
soft drinks
paper including  notebook paper and .
.
, catalogues and",2020-11-16 15:26:09.633,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302763,paint cans,2020-11-16 15:26:10.440,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
340371,newspaper,2020-11-17 09:48:10.793,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
340372,mixed paper,2020-11-17 09:48:10.793,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
302959,catalogs,2020-11-16 15:26:15.983,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302960,"paper products:  , ,  printer paper, copier paper, mail and all other  without wax liners: packing boxes, , gift boxes and . flatten boxes before placing in your cart
cans: ; aluminum bottles are also accepted
cartons: aseptic poly-coated drink boxes",2020-11-16 15:26:15.983,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302961,"aluminum cans, steel cans",2020-11-16 15:26:16.323,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302962,"plastics #1, 2 and 5",2020-11-16 15:26:16.323,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302963,shredded paper,2020-11-16 15:26:16.323,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302964,cardboard,2020-11-16 15:26:16.323,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302965,newspaper,2020-11-16 15:26:16.323,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302966,office paper,2020-11-16 15:26:16.323,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302967,magazines,2020-11-16 15:26:16.323,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302968,catalogs,2020-11-16 15:26:16.323,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302969,"Aluminum and steel cans: Generally, all beverage cans",2020-11-16 15:26:16.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
341324,No text - category selected manually,2020-11-17 09:48:52.933,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
341325,No text - category selected manually,2020-11-17 09:48:52.933,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
