id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override,token_count,clean_text,tokens
462596,Metal & Aluminum ( Clean & Rinsed ) Food Cans Tin Food Containers Jar Lids & Bottle Caps,2021-07-13 01:37:40.257,yes,"{'originalSize': {'height': 6096, 'width': 1600}, 'x1': 56, 'x2': 372, 'y1': 2319, 'y2': 2407}",,,,,,,13.0,['metal   aluminum   clean   rinsed   food cans tin food containers jar lids   bottle caps'],"['metal', 'aluminum', 'clean', 'rinsed', 'food', 'cans', 'tin', 'food', 'containers', 'jar', 'lids', 'bottle', 'caps']"
462597,"Glass ( Clean , Rinsed & Lids Removed ) Clear Jars & Bottles Colored Wine & Beer Bottles",2021-07-13 01:37:40.257,yes,"{'originalSize': {'height': 6096, 'width': 1600}, 'x1': 58, 'x2': 374, 'y1': 2213, 'y2': 2301}",,,,,,,12.0,"['glass   clean ', ' rinsed   lids removed   clear jars   bottles colored wine   beer bottles']","['glass', 'clean', 'rinsed', 'lids', 'removed', 'clear', 'jars', 'bottles', 'colored', 'wine', 'beer', 'bottles']"
462598,HARD Plastics with Recycling Symbols 1-5 & 7 Milk Jugs Food Containers Plastic Bottles,2021-07-13 01:37:40.257,yes,"{'originalSize': {'height': 6096, 'width': 1600}, 'x1': 62, 'x2': 378, 'y1': 2130, 'y2': 2218}",,,,,,,10.0,['hard plastics with recycling symbols         milk jugs food containers plastic bottles'],"['hard', 'plastics', 'recycling', 'symbols', 'milk', 'jugs', 'food', 'containers', 'plastic', 'bottles']"
462601,"Disposable diapers , tube rolls Photographs , greeting cards Food encrusted pizza boxes Cereal box liners , pet food bags Slick Coated frozen food boxes Milk , Juice and plastic egg cartons Tissue paper , wrapping paper",2021-07-13 01:40:31.133,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 628, 'x2': 1112, 'y1': 386, 'y2': 620}",,,,,,,31.0,"['disposable diapers ', ' tube rolls photographs ', ' greeting cards food encrusted pizza boxes cereal box liners ', ' pet food bags slick coated frozen food boxes milk ', ' juice and plastic egg cartons tissue paper ', ' wrapping paper']","['disposable', 'diapers', 'tube', 'rolls', 'photographs', 'greeting', 'cards', 'food', 'encrusted', 'pizza', 'boxes', 'cereal', 'box', 'liners', 'pet', 'food', 'bags', 'slick', 'coated', 'frozen', 'food', 'boxes', 'milk', 'juice', 'plastic', 'egg', 'cartons', 'tissue', 'paper', 'wrapping', 'paper']"
462602,"Paint and aerosol containers Pesticide and chemical containers Iron , steel and batteries Car parts , oil filter",2021-07-13 01:40:31.133,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 615, 'x2': 1098, 'y1': 684, 'y2': 869}",,,,,,,13.0,"['paint and aerosol containers pesticide and chemical containers iron ', ' steel and batteries car parts ', ' oil filter']","['paint', 'aerosol', 'containers', 'pesticide', 'chemical', 'containers', 'iron', 'steel', 'batteries', 'car', 'parts', 'oil', 'filter']"
462603,Plastic bags Motor Oil Containers Pesticides and chemical containers Plastic without any recycling symbol Prescription pill bottles Unsanitary containers Styrofoam Medical Supplies,2021-07-13 01:40:31.133,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 608, 'x2': 1075, 'y1': 896, 'y2': 1169}",,,,,,,19.0,['plastic bags motor oil containers pesticides and chemical containers plastic without any recycling symbol prescription pill bottles unsanitary containers styrofoam medical supplies'],"['plastic', 'bags', 'motor', 'oil', 'containers', 'pesticides', 'chemical', 'containers', 'plastic', 'recycling', 'symbol', 'prescription', 'pill', 'bottles', 'unsanitary', 'containers', 'styrofoam', 'medical', 'supplies']"
462604,"Mirror and window glass Drinking glass Crystal , Pyrex and ovenware Ceramic cups and plates Light bulbs , flowerpots",2021-07-13 01:40:31.133,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 587, 'x2': 996, 'y1': 1282, 'y2': 1461}",,,,,,,14.0,"['mirror and window glass drinking glass crystal ', ' pyrex and ovenware ceramic cups and plates light bulbs ', ' flowerpots']","['mirror', 'window', 'glass', 'drinking', 'glass', 'crystal', 'pyrex', 'ovenware', 'ceramic', 'cups', 'plates', 'light', 'bulbs', 'flowerpots']"
462605,Food jars and bottles Juice bottles Pop and water bottles Beer Bottles Wine and liquor bottles,2021-07-13 01:40:31.133,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 144, 'x2': 553, 'y1': 1283, 'y2': 1462}",,,,,,,13.0,['food jars and bottles juice bottles pop and water bottles beer bottles wine and liquor bottles'],"['food', 'jars', 'bottles', 'juice', 'bottles', 'pop', 'water', 'bottles', 'beer', 'bottles', 'wine', 'liquor', 'bottles']"
462606,Milk and Juice Jugs Margarine and ice cream tubs Yogurt Cups Pop and water bottles Cooking oil containers Shampoo Bottles Lotion Bottles Dish and liquid soap bottles Bleach and detergent containers Household cleaning containers,2021-07-13 01:40:31.133,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 150, 'x2': 555, 'y1': 895, 'y2': 1203}",,,,,,,29.0,['milk and juice jugs margarine and ice cream tubs yogurt cups pop and water bottles cooking oil containers shampoo bottles lotion bottles dish and liquid soap bottles bleach and detergent containers household cleaning containers'],"['milk', 'juice', 'jugs', 'margarine', 'ice', 'cream', 'tubs', 'yogurt', 'cups', 'pop', 'water', 'bottles', 'cooking', 'oil', 'containers', 'shampoo', 'bottles', 'lotion', 'bottles', 'dish', 'liquid', 'soap', 'bottles', 'bleach', 'detergent', 'containers', 'household', 'cleaning', 'containers']"
462607,"Rinsed tin / steel food containers Aluminum foil , pie pans , trays , cans Metal jar lids Aluminum window frames , chairs",2021-07-13 01:40:31.133,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 153, 'x2': 558, 'y1': 684, 'y2': 815}",,,,,,,18.0,"['rinsed tin   steel food containers aluminum foil ', ' pie pans ', ' trays ', ' cans metal jar lids aluminum window frames ', ' chairs']","['rinsed', 'tin', 'steel', 'food', 'containers', 'aluminum', 'foil', 'pie', 'pans', 'trays', 'cans', 'metal', 'jar', 'lids', 'aluminum', 'window', 'frames', 'chairs']"
462608,"Newspaper , magazines & catalogs Corrugated cardboard Clean pizza boxes Grey Chipboard : cereal and shoeboxes Envelopes , junk mail , paper bags Pop / Beer cartons , carbonless forms Telephone Books",2021-07-13 01:40:31.133,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 155, 'x2': 566, 'y1': 387, 'y2': 606}",,,,,,,24.0,"['newspaper ', ' magazines   catalogs corrugated cardboard clean pizza boxes grey chipboard ', ' cereal and shoeboxes envelopes ', ' junk mail ', ' paper bags pop   beer cartons ', ' carbonless forms telephone books']","['newspaper', 'magazines', 'catalogs', 'corrugated', 'cardboard', 'clean', 'pizza', 'boxes', 'grey', 'chipboard', 'cereal', 'shoeboxes', 'envelopes', 'junk', 'mail', 'paper', 'bags', 'pop', 'beer', 'cartons', 'carbonless', 'forms', 'telephone', 'books']"
462611,"Items not rinsed free of product residue . Cans used for storage of gasoline , kerosene and paint .",2021-07-13 01:44:37.010,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 805, 'x2': 1170, 'y1': 820, 'y2': 931}",,,,,,,11.0,"['items not rinsed free of product residue   cans used for storage of gasoline ', ' kerosene and paint  ']","['items', 'rinsed', 'free', 'product', 'residue', 'cans', 'used', 'storage', 'gasoline', 'kerosene', 'paint']"
462612,"Items not rinsed free of product residue . Light bulbs , fluorescent tubes , window glass , ceramic cookware , drinking glasses , blue glass – water bottles .",2021-07-13 01:44:37.010,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 805, 'x2': 1169, 'y1': 921, 'y2': 1060}",,,,,,,19.0,"['items not rinsed free of product residue   light bulbs ', ' fluorescent tubes ', ' window glass ', ' ceramic cookware ', ' drinking glasses ', ' blue glass   water bottles  ']","['items', 'rinsed', 'free', 'product', 'residue', 'light', 'bulbs', 'fluorescent', 'tubes', 'window', 'glass', 'ceramic', 'cookware', 'drinking', 'glasses', 'blue', 'glass', 'water', 'bottles']"
462632,NO STYROFOAM OF ANY KIND *,2021-07-13 02:02:07.683,no,"{'originalSize': {'height': 7662, 'width': 1600}, 'x1': 612, 'x2': 900, 'y1': 3197, 'y2': 3233}",,,,,,,2.0,['no styrofoam of any kind  '],"['styrofoam', 'kind']"
462633,Cardboard & Paperboard,2021-07-13 02:02:07.683,yes,"{'originalSize': {'height': 7662, 'width': 1600}, 'x1': 336, 'x2': 1158, 'y1': 3034, 'y2': 3071}",,,,,,,2.0,['cardboard   paperboard'],"['cardboard', 'paperboard']"
462635,"Phone Books , Paperback & Hardbound Books",2021-07-13 02:02:07.683,yes,"{'originalSize': {'height': 7662, 'width': 1600}, 'x1': 324, 'x2': 967, 'y1': 2783, 'y2': 2813}",,,,,,,5.0,"['phone books ', ' paperback   hardbound books']","['phone', 'books', 'paperback', 'hardbound', 'books']"
462636,Magazines & Catalogs,2021-07-13 02:02:07.683,yes,"{'originalSize': {'height': 7662, 'width': 1600}, 'x1': 323, 'x2': 966, 'y1': 2688, 'y2': 2718}",,,,,,,2.0,['magazines   catalogs'],"['magazines', 'catalogs']"
462613,"Styrofoam items of any kind , plastic lids , plastic bags ( grocery bags are recyclable at some grocery stores ) , dry cleaner bags ( check with your dry cleaner to see if recyclable ) , an motor oil & antifreeze containers",2021-07-13 01:44:37.010,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 812, 'x2': 1176, 'y1': 1060, 'y2': 1243}",,,,,,,23.0,"['styrofoam items of any kind ', ' plastic lids ', ' plastic bags   grocery bags are recyclable at some grocery stores   ', ' dry cleaner bags   check with your dry cleaner to see if recyclable   ', ' an motor oil   antifreeze containers']","['styrofoam', 'items', 'kind', 'plastic', 'lids', 'plastic', 'bags', 'grocery', 'bags', 'recyclable', 'grocery', 'stores', 'dry', 'cleaner', 'bags', 'check', 'dry', 'cleaner', 'recyclable', 'motor', 'oil', 'antifreeze', 'containers']"
462614,"Plastic ; any household plastic bottle , jug or container used for laundry , food or personal hygiene , and plastic milk containers # 1-7 only .",2021-07-13 01:44:37.010,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 60, 'x2': 419, 'y1': 1062, 'y2': 1217}",,,,,,,14.0,"['plastic   any household plastic bottle ', ' jug or container used for laundry ', ' food or personal hygiene ', ' and plastic milk containers       only  ']","['plastic', 'household', 'plastic', 'bottle', 'jug', 'container', 'used', 'laundry', 'food', 'personal', 'hygiene', 'plastic', 'milk', 'containers']"
462615,"Glass ; brown , clear or green in color .",2021-07-13 01:44:37.010,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 63, 'x2': 418, 'y1': 922, 'y2': 1017}",,,,,,,5.0,"['glass   brown ', ' clear or green in color  ']","['glass', 'brown', 'clear', 'green', 'color']"
462616,"Aluminum and tin ; including food and beverage cans , aerosol cans and aluminum foil .",2021-07-13 01:44:37.010,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 63, 'x2': 418, 'y1': 831, 'y2': 926}",,,,,,,10.0,"['aluminum and tin   including food and beverage cans ', ' aerosol cans and aluminum foil  ']","['aluminum', 'tin', 'including', 'food', 'beverage', 'cans', 'aerosol', 'cans', 'aluminum', 'foil']"
462617,"Corrugated cardboard including pizza boxes ( if empty of all food ) , egg cartons .",2021-07-13 01:44:37.010,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 66, 'x2': 421, 'y1': 744, 'y2': 839}",,,,,,,8.0,"['corrugated cardboard including pizza boxes   if empty of all food   ', ' egg cartons  ']","['corrugated', 'cardboard', 'including', 'pizza', 'boxes', 'food', 'egg', 'cartons']"
462618,"Magazines , junk mail , school paper , white and colored paper , computer paper , phone books , catalogs , brown paper bags and feed & pet food bags ( if string is removed ) , and envelopes w / plastic windows . Paperboard items such as cereal , cracker , cake , cookies , tissue and gift boxes .",2021-07-13 01:44:37.010,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 68, 'x2': 428, 'y1': 473, 'y2': 749}",,,,,,,35.0,"['magazines ', ' junk mail ', ' school paper ', ' white and colored paper ', ' computer paper ', ' phone books ', ' catalogs ', ' brown paper bags and feed   pet food bags   if string is removed   ', ' and envelopes w   plastic windows   paperboard items such as cereal ', ' cracker ', ' cake ', ' cookies ', ' tissue and gift boxes  ']","['magazines', 'junk', 'mail', 'school', 'paper', 'white', 'colored', 'paper', 'computer', 'paper', 'phone', 'books', 'catalogs', 'brown', 'paper', 'bags', 'feed', 'pet', 'food', 'bags', 'string', 'removed', 'envelopes', 'w', 'plastic', 'windows', 'paperboard', 'items', 'cereal', 'cracker', 'cake', 'cookies', 'tissue', 'gift', 'boxes']"
462619,"glass , plastic or metal containers",2021-07-13 01:44:37.010,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 635, 'x2': 968, 'y1': 853, 'y2': 889}",,,,,,,4.0,"['glass ', ' plastic or metal containers']","['glass', 'plastic', 'metal', 'containers']"
462620,"Paper board items such as cereal boxes , cracker boxes , cake boxes , cookie boxes , tissue boxes , and gift boxes must be flattened and may be placed in the recycling bin .",2021-07-13 01:44:37.010,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 135, 'x2': 1173, 'y1': 975, 'y2': 1037}",,,,,,,19.0,"['paper board items such as cereal boxes ', ' cracker boxes ', ' cake boxes ', ' cookie boxes ', ' tissue boxes ', ' and gift boxes must be flattened and may be placed in the recycling bin  ']","['paper', 'board', 'items', 'cereal', 'boxes', 'cracker', 'boxes', 'cake', 'boxes', 'cookie', 'boxes', 'tissue', 'boxes', 'gift', 'boxes', 'flattened', 'placed', 'recycling', 'bin']"
462621,"All paper , newspapers ( including inserts ) , magazines , junk mail , envelopes with plastic windows , school paper , white and colored writing paper , computer paper , phone books , catalogs , brown paper bags , and feed & pet food bags ( if string is removed ) is accepted .",2021-07-13 01:44:37.010,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 135, 'x2': 1173, 'y1': 1037, 'y2': 1124}",,,,,,,31.0,"['all paper ', ' newspapers   including inserts   ', ' magazines ', ' junk mail ', ' envelopes with plastic windows ', ' school paper ', ' white and colored writing paper ', ' computer paper ', ' phone books ', ' catalogs ', ' brown paper bags ', ' and feed   pet food bags   if string is removed   is accepted  ']","['paper', 'newspapers', 'including', 'inserts', 'magazines', 'junk', 'mail', 'envelopes', 'plastic', 'windows', 'school', 'paper', 'white', 'colored', 'writing', 'paper', 'computer', 'paper', 'phone', 'books', 'catalogs', 'brown', 'paper', 'bags', 'feed', 'pet', 'food', 'bags', 'string', 'removed', 'accepted']"
462622,"Paper : newspaper , magazines , cardboard , office paper , junk mail Plastics accepted : # 1 Pete Plastics and Milk Jugs • Tin cans • Aluminum cans • Glass",2021-07-13 01:49:29.473,yes,"{'originalSize': {'height': 3880, 'width': 1600}, 'x1': 436, 'x2': 1126, 'y1': 1237, 'y2': 1334}",,,,,,,19.0,"['paper ', ' newspaper ', ' magazines ', ' cardboard ', ' office paper ', ' junk mail plastics accepted ', '     pete plastics and milk jugs   tin cans   aluminum cans   glass']","['paper', 'newspaper', 'magazines', 'cardboard', 'office', 'paper', 'junk', 'mail', 'plastics', 'accepted', 'pete', 'plastics', 'milk', 'jugs', 'tin', 'cans', 'aluminum', 'cans', 'glass']"
462623,Glass Food Waste Trash Plastic Bags Shredded Paper Books Paper Plates Styrofoam Liquid,2021-07-13 01:50:45.663,no,"{'originalSize': {'height': 8452, 'width': 1600}, 'x1': 102, 'x2': 427, 'y1': 3175, 'y2': 3578}",,,,,,,13.0,['glass food waste trash plastic bags shredded paper books paper plates styrofoam liquid'],"['glass', 'food', 'waste', 'trash', 'plastic', 'bags', 'shredded', 'paper', 'books', 'paper', 'plates', 'styrofoam', 'liquid']"
462624,Newsprint Plastics 1-7 Cardboard and Cereal boxes Aluminum / Tins Cans Office Paper Junk Mail Catalogs & Brochures,2021-07-13 01:50:45.663,yes,"{'originalSize': {'height': 8452, 'width': 1600}, 'x1': 95, 'x2': 461, 'y1': 2722, 'y2': 3036}",,,,,,,14.0,['newsprint plastics     cardboard and cereal boxes aluminum   tins cans office paper junk mail catalogs   brochures'],"['newsprint', 'plastics', 'cardboard', 'cereal', 'boxes', 'aluminum', 'tins', 'cans', 'office', 'paper', 'junk', 'mail', 'catalogs', 'brochures']"
462625,"Motor oil , Antifreeze and Fuel Treatment jugs Styrofoam of any kind ( at this point we have no market for this item ) Kleenex or paper towels Donut , popcorn or ziplock bags Paper plates , drinking straws , plastic forks or spoons Dirty Diapers or Feminine products Cheese wrappers Cardboard milk or orange juice containers Oxygen masks and tubing",2021-07-13 01:54:00.300,no,"{'originalSize': {'height': 3982, 'width': 1600}, 'x1': 457, 'x2': 1097, 'y1': 1440, 'y2': 1769}",,,,,,,39.0,"['motor oil ', ' antifreeze and fuel treatment jugs styrofoam of any kind   at this point we have no market for this item   kleenex or paper towels donut ', ' popcorn or ziplock bags paper plates ', ' drinking straws ', ' plastic forks or spoons dirty diapers or feminine products cheese wrappers cardboard milk or orange juice containers oxygen masks and tubing']","['motor', 'oil', 'antifreeze', 'fuel', 'treatment', 'jugs', 'styrofoam', 'kind', 'point', 'market', 'item', 'kleenex', 'paper', 'towels', 'donut', 'popcorn', 'ziplock', 'bags', 'paper', 'plates', 'drinking', 'straws', 'plastic', 'forks', 'spoons', 'dirty', 'diapers', 'feminine', 'products', 'cheese', 'wrappers', 'cardboard', 'milk', 'orange', 'juice', 'containers', 'oxygen', 'masks', 'tubing']"
462628,Glass,2021-07-13 01:54:00.300,yes,"{'originalSize': {'height': 3982, 'width': 1600}, 'x1': 465, 'x2': 528, 'y1': 1020, 'y2': 1051}",,,,,,,1.0,['glass'],['glass']
462629,Tin & Aluminum cans,2021-07-13 01:54:00.300,yes,"{'originalSize': {'height': 3982, 'width': 1600}, 'x1': 460, 'x2': 671, 'y1': 954, 'y2': 991}",,,,,,,3.0,['tin   aluminum cans'],"['tin', 'aluminum', 'cans']"
462626,"Plastics ( ONLY plastics with a number and triangle located somewhere on it , pop bottles , milk jugs , grocery bags , seed bags , pill bottles , laundry detergent bottles , shampoo / conditioner / lotion bottles and so much more ! ) Please make",2021-07-13 01:54:00.300,yes,"{'originalSize': {'height': 3982, 'width': 1600}, 'x1': 460, 'x2': 1195, 'y1': 1226, 'y2': 1320}",,,,,,,23.0,"['plastics   only plastics with a number and triangle located somewhere on it ', ' pop bottles ', ' milk jugs ', ' grocery bags ', ' seed bags ', ' pill bottles ', ' laundry detergent bottles ', ' shampoo   conditioner   lotion bottles and so much more     please make']","['plastics', 'plastics', 'number', 'triangle', 'located', 'pop', 'bottles', 'milk', 'jugs', 'grocery', 'bags', 'seed', 'bags', 'pill', 'bottles', 'laundry', 'detergent', 'bottles', 'shampoo', 'conditioner', 'lotion', 'bottles', 'make']"
